antecedent,consequent,support_count,support,confidence,lift
harness:opencode,timeout:false | token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:opencode | timeout:false,tokens:available,21,0.3333333333333333,1.0,1.0
harness:opencode | tokens:available,timeout:false,21,0.3333333333333333,1.0,1.0
harness:opencode,timeout:false | tokens:available,21,0.3333333333333333,1.0,1.0
harness:opencode | token_total:>=10k,tokens:available,21,0.3333333333333333,1.0,1.0
harness:opencode | tokens:available,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:opencode,token_total:>=10k | tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | status:success,timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | timeout:false,status:success,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,status:success | timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | status:success,token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | token_total:>=10k,status:success,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,status:success | token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | status:success,tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | tokens:available,status:success,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,status:success | tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | timeout:false,token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | token_total:>=10k,timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,timeout:false | token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | timeout:false,tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | tokens:available,timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,timeout:false | tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | token_total:>=10k,tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | tokens:available,token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,token_total:>=10k | tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | status:success,timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | timeout:false,status:success,21,0.3333333333333333,1.0,1.0
llm_calls:>5,status:success | timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | status:success,token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | token_total:>=10k,status:success,21,0.3333333333333333,1.0,1.0
llm_calls:>5,status:success | token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | status:success,tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | tokens:available,status:success,21,0.3333333333333333,1.0,1.0
llm_calls:>5,status:success | tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | timeout:false,token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | token_total:>=10k,timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:>5,timeout:false | token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | timeout:false,tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | tokens:available,timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:>5,timeout:false | tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | token_total:>=10k,tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | tokens:available,token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:>5,token_total:>=10k | tokens:available,21,0.3333333333333333,1.0,1.0
cache_tokens:available | track:smoke,archived_files:3-5,18,0.2857142857142857,1.0,1.0
elapsed:1-5m | track:smoke,archived_files:3-5,18,0.2857142857142857,1.0,1.0
cache_tokens:available | track:smoke,deliverables:present,18,0.2857142857142857,1.0,1.0
cache_tokens:available | track:smoke,status:success,18,0.2857142857142857,1.0,1.0
cache_tokens:available | track:smoke,timeout:false,18,0.2857142857142857,1.0,1.0
cache_tokens:available | track:smoke,token_total:>=10k,18,0.2857142857142857,1.0,1.0
cache_tokens:available | track:smoke,tokens:available,18,0.2857142857142857,1.0,1.0
elapsed:1-5m | track:smoke,deliverables:present,18,0.2857142857142857,1.0,1.0
elapsed:1-5m | track:smoke,status:success,18,0.2857142857142857,1.0,1.0
elapsed:1-5m | track:smoke,timeout:false,18,0.2857142857142857,1.0,1.0
elapsed:1-5m | track:smoke,token_total:>=10k,18,0.2857142857142857,1.0,1.0
elapsed:1-5m | track:smoke,tokens:available,18,0.2857142857142857,1.0,1.0
elapsed:1-5m | harness:opencode,archived_files:3-5,15,0.23809523809523808,1.0,1.0
elapsed:1-5m | llm_calls:>5,archived_files:3-5,15,0.23809523809523808,1.0,1.0
elapsed:1-5m | harness:opencode,deliverables:present,15,0.23809523809523808,1.0,1.0
elapsed:1-5m | llm_calls:>5,deliverables:present,15,0.23809523809523808,1.0,1.0
elapsed:1-5m | harness:opencode,status:success,15,0.23809523809523808,1.0,1.0
elapsed:1-5m | harness:opencode,timeout:false,15,0.23809523809523808,1.0,1.0
elapsed:1-5m | harness:opencode,token_total:>=10k,15,0.23809523809523808,1.0,1.0
elapsed:1-5m | harness:opencode,tokens:available,15,0.23809523809523808,1.0,1.0
elapsed:1-5m | llm_calls:>5,status:success,15,0.23809523809523808,1.0,1.0
elapsed:1-5m | llm_calls:>5,timeout:false,15,0.23809523809523808,1.0,1.0
elapsed:1-5m | llm_calls:>5,token_total:>=10k,15,0.23809523809523808,1.0,1.0
elapsed:1-5m | llm_calls:>5,tokens:available,15,0.23809523809523808,1.0,1.0
elapsed:1-5m | harness:codex,archived_files:3-5,14,0.2222222222222222,1.0,1.0
elapsed:1-5m | llm_calls:1-2,archived_files:3-5,14,0.2222222222222222,1.0,1.0
elapsed:1-5m | harness:codex,deliverables:present,14,0.2222222222222222,1.0,1.0
elapsed:1-5m | llm_calls:1-2,deliverables:present,14,0.2222222222222222,1.0,1.0
elapsed:1-5m | harness:codex,status:success,14,0.2222222222222222,1.0,1.0
elapsed:1-5m | harness:codex,timeout:false,14,0.2222222222222222,1.0,1.0
elapsed:1-5m | harness:codex,token_total:>=10k,14,0.2222222222222222,1.0,1.0
elapsed:1-5m | harness:codex,tokens:available,14,0.2222222222222222,1.0,1.0
elapsed:1-5m | llm_calls:1-2,status:success,14,0.2222222222222222,1.0,1.0
elapsed:1-5m | llm_calls:1-2,timeout:false,14,0.2222222222222222,1.0,1.0
elapsed:1-5m | llm_calls:1-2,token_total:>=10k,14,0.2222222222222222,1.0,1.0
elapsed:1-5m | llm_calls:1-2,tokens:available,14,0.2222222222222222,1.0,1.0
elapsed:<1m,archived_files:3-5,13,0.20634920634920634,1.0,1.0
elapsed:<1m,deliverables:present,13,0.20634920634920634,1.0,1.0
elapsed:<1m,status:success,13,0.20634920634920634,1.0,1.0
elapsed:<1m,timeout:false,13,0.20634920634920634,1.0,1.0
elapsed:<1m,token_total:>=10k,13,0.20634920634920634,1.0,1.0
elapsed:<1m,tokens:available,13,0.20634920634920634,1.0,1.0
deliverables:present | elapsed:<1m,archived_files:3-5,13,0.20634920634920634,1.0,1.0
archived_files:3-5 | elapsed:<1m,deliverables:present,13,0.20634920634920634,1.0,1.0
elapsed:<1m,archived_files:3-5 | deliverables:present,13,0.20634920634920634,1.0,1.0
elapsed:<1m | status:success,archived_files:3-5,13,0.20634920634920634,1.0,1.0
archived_files:3-5 | elapsed:<1m,status:success,13,0.20634920634920634,1.0,1.0
elapsed:<1m,archived_files:3-5 | status:success,13,0.20634920634920634,1.0,1.0
elapsed:<1m | timeout:false,archived_files:3-5,13,0.20634920634920634,1.0,1.0
archived_files:3-5 | elapsed:<1m,timeout:false,13,0.20634920634920634,1.0,1.0
elapsed:<1m,archived_files:3-5 | timeout:false,13,0.20634920634920634,1.0,1.0
archived_files:3-5 | elapsed:<1m,token_total:>=10k,13,0.20634920634920634,1.0,1.0
elapsed:<1m | token_total:>=10k,archived_files:3-5,13,0.20634920634920634,1.0,1.0
elapsed:<1m,archived_files:3-5 | token_total:>=10k,13,0.20634920634920634,1.0,1.0
archived_files:3-5 | elapsed:<1m,tokens:available,13,0.20634920634920634,1.0,1.0
elapsed:<1m | tokens:available,archived_files:3-5,13,0.20634920634920634,1.0,1.0
elapsed:<1m,archived_files:3-5 | tokens:available,13,0.20634920634920634,1.0,1.0
elapsed:<1m | status:success,deliverables:present,13,0.20634920634920634,1.0,1.0
deliverables:present | elapsed:<1m,status:success,13,0.20634920634920634,1.0,1.0
elapsed:<1m,deliverables:present | status:success,13,0.20634920634920634,1.0,1.0
elapsed:<1m | timeout:false,deliverables:present,13,0.20634920634920634,1.0,1.0
deliverables:present | elapsed:<1m,timeout:false,13,0.20634920634920634,1.0,1.0
elapsed:<1m,deliverables:present | timeout:false,13,0.20634920634920634,1.0,1.0
deliverables:present | elapsed:<1m,token_total:>=10k,13,0.20634920634920634,1.0,1.0
elapsed:<1m | token_total:>=10k,deliverables:present,13,0.20634920634920634,1.0,1.0
elapsed:<1m,deliverables:present | token_total:>=10k,13,0.20634920634920634,1.0,1.0
deliverables:present | elapsed:<1m,tokens:available,13,0.20634920634920634,1.0,1.0
elapsed:<1m | tokens:available,deliverables:present,13,0.20634920634920634,1.0,1.0
elapsed:<1m,deliverables:present | tokens:available,13,0.20634920634920634,1.0,1.0
elapsed:<1m | status:success,timeout:false,13,0.20634920634920634,1.0,1.0
elapsed:<1m | timeout:false,status:success,13,0.20634920634920634,1.0,1.0
elapsed:<1m,status:success | timeout:false,13,0.20634920634920634,1.0,1.0
elapsed:<1m | status:success,token_total:>=10k,13,0.20634920634920634,1.0,1.0
elapsed:<1m | token_total:>=10k,status:success,13,0.20634920634920634,1.0,1.0
elapsed:<1m,status:success | token_total:>=10k,13,0.20634920634920634,1.0,1.0
elapsed:<1m | status:success,tokens:available,13,0.20634920634920634,1.0,1.0
elapsed:<1m | tokens:available,status:success,13,0.20634920634920634,1.0,1.0
elapsed:<1m,status:success | tokens:available,13,0.20634920634920634,1.0,1.0
elapsed:<1m | timeout:false,token_total:>=10k,13,0.20634920634920634,1.0,1.0
elapsed:<1m | token_total:>=10k,timeout:false,13,0.20634920634920634,1.0,1.0
elapsed:<1m,timeout:false | token_total:>=10k,13,0.20634920634920634,1.0,1.0
elapsed:<1m | timeout:false,tokens:available,13,0.20634920634920634,1.0,1.0
elapsed:<1m | tokens:available,timeout:false,13,0.20634920634920634,1.0,1.0
elapsed:<1m,timeout:false | tokens:available,13,0.20634920634920634,1.0,1.0
elapsed:<1m | token_total:>=10k,tokens:available,13,0.20634920634920634,1.0,1.0
elapsed:<1m | tokens:available,token_total:>=10k,13,0.20634920634920634,1.0,1.0
elapsed:<1m,token_total:>=10k | tokens:available,13,0.20634920634920634,1.0,1.0
archived_files:3-5,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
deliverables:present,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
status:success,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
timeout:false,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
token_total:>=10k,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
tokens:available,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
archived_files:3-5 | deliverables:present,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
deliverables:present,archived_files:3-5 | elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
archived_files:3-5,deliverables:present | elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
archived_files:3-5 | status:success,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
status:success,archived_files:3-5 | elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
archived_files:3-5,elapsed:1-5m | status:success,50,0.7936507936507936,0.7936507936507936,1.0
archived_files:3-5 | timeout:false,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
timeout:false,archived_files:3-5 | elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
archived_files:3-5,elapsed:1-5m | timeout:false,50,0.7936507936507936,0.7936507936507936,1.0
archived_files:3-5 | token_total:>=10k,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
archived_files:3-5,elapsed:1-5m | token_total:>=10k,50,0.7936507936507936,0.7936507936507936,1.0
token_total:>=10k,archived_files:3-5 | elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
archived_files:3-5 | tokens:available,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
archived_files:3-5,elapsed:1-5m | tokens:available,50,0.7936507936507936,0.7936507936507936,1.0
tokens:available,archived_files:3-5 | elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
deliverables:present | status:success,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
status:success,deliverables:present | elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
deliverables:present,elapsed:1-5m | status:success,50,0.7936507936507936,0.7936507936507936,1.0
deliverables:present | timeout:false,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
timeout:false,deliverables:present | elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
deliverables:present,elapsed:1-5m | timeout:false,50,0.7936507936507936,0.7936507936507936,1.0
deliverables:present | token_total:>=10k,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
deliverables:present,elapsed:1-5m | token_total:>=10k,50,0.7936507936507936,0.7936507936507936,1.0
token_total:>=10k,deliverables:present | elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
deliverables:present | tokens:available,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
deliverables:present,elapsed:1-5m | tokens:available,50,0.7936507936507936,0.7936507936507936,1.0
tokens:available,deliverables:present | elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
status:success | timeout:false,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
timeout:false,elapsed:1-5m | status:success,50,0.7936507936507936,0.7936507936507936,1.0
status:success,elapsed:1-5m | timeout:false,50,0.7936507936507936,0.7936507936507936,1.0
status:success | token_total:>=10k,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
status:success,elapsed:1-5m | token_total:>=10k,50,0.7936507936507936,0.7936507936507936,1.0
token_total:>=10k,elapsed:1-5m | status:success,50,0.7936507936507936,0.7936507936507936,1.0
status:success | tokens:available,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
status:success,elapsed:1-5m | tokens:available,50,0.7936507936507936,0.7936507936507936,1.0
tokens:available,elapsed:1-5m | status:success,50,0.7936507936507936,0.7936507936507936,1.0
timeout:false | token_total:>=10k,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
timeout:false,elapsed:1-5m | token_total:>=10k,50,0.7936507936507936,0.7936507936507936,1.0
token_total:>=10k,elapsed:1-5m | timeout:false,50,0.7936507936507936,0.7936507936507936,1.0
timeout:false | tokens:available,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
timeout:false,elapsed:1-5m | tokens:available,50,0.7936507936507936,0.7936507936507936,1.0
tokens:available,elapsed:1-5m | timeout:false,50,0.7936507936507936,0.7936507936507936,1.0
token_total:>=10k | tokens:available,elapsed:1-5m,50,0.7936507936507936,0.7936507936507936,1.0
token_total:>=10k,elapsed:1-5m | tokens:available,50,0.7936507936507936,0.7936507936507936,1.0
tokens:available,elapsed:1-5m | token_total:>=10k,50,0.7936507936507936,0.7936507936507936,1.0
